Genre,user_id,item_id,Season
Classical,46538,2916,Christmas
Rap,19256,2666,Summer
Classical,54927,2225,other
Rap,69118,16,Christmas
Rap,82511,53,Summer
Rap,45931,19,Summer
Hard rock,89894,3260,get-together
Rap,42519,597,get-together
Rap,40451,3487,Summer
Classical,49749,1088,Summer
Rap,62462,392,office
Rap,78673,28,Summer
Rap,8918,3716,Summer
Rap,84335,331,get-together
Classical,12942,154,other
Classical,43095,2624,Christmas
Rap,5920,2798,Summer
Hard rock,66890,1220,Summer
Classical,3761,7,Summer
Rap,44013,7,get-together
Rap,235,121,Summer
Rap,30036,147,Summer
Rap,35773,871,Christmas
Rap,77304,4709,office
Rap,76725,5093,other
Rap,92403,17,Summer
Rap,43202,3489,Summer
Rap,15920,4036,other
Rap,93252,5635,get-together
Rap,11903,1236,Summer
Rap,93601,1972,Summer
Rap,27792,71,Christmas
Hard rock,29399,1389,Daily
Classical,41122,5201,get-together
Rap,11133,3584,Summer
Rap,105071,3815,Daily
Rap,44009,3841,other
Rap,8840,1544,holiday
Rap,25442,370,Summer
Rap,85109,100,Summer
Rap,82940,2523,get-together
Rap,22337,891,Summer
Rap,16405,3028,other
Classical,55333,774,Summer
Hard rock,93745,1759,other
Classical,90821,3669,get-together
Rap,17760,10,Christmas
Classical,73399,3461,Summer
Rap,28680,234,get-together
Rap,13236,853,other
Rap,49564,248,other
Classical,57862,1237,Summer
Rap,51375,1414,office
Rap,40937,299,Summer
Classical,41243,6,Summer
Rap,36428,2068,Summer
Rap,60468,1322,Summer
Rap,55554,39,get-together
Classical,93617,6,Christmas
Rap,68836,3410,Christmas
Classical,51427,12,Christmas
Rap,94322,110,get-together
Classical,23258,3600,get-together
Rap,100095,1039,other
Rap,81988,3622,Christmas
Hard rock,44020,2830,other
Rap,82006,2036,get-together
Rap,5533,4232,Daily
Rap,35659,100,Summer
Classical,12368,2982,Christmas
Rap,88854,20,Christmas
Hard rock,55039,104,get-together
Rap,76886,4588,Daily
Rap,85467,15,Summer
Classical,38959,5408,Christmas
Rap,60713,432,holiday
Rap,94539,123,other
Rap,89498,7,other
Rap,90596,565,get-together
Rap,28616,2081,get-together
Rap,11783,2520,Christmas
Hard rock,38890,2520,Christmas
Rap,70672,1188,Christmas
Rap,99217,2061,other
Rap,5775,63,Christmas
Rap,22321,53,Christmas
Hard rock,71265,118,get-together
Rap,57429,3097,Christmas
Classical,24905,971,Summer
Classical,66378,4073,Summer
Rap,49001,1410,Christmas
Rap,44164,3477,get-together
Rap,95654,100,Summer
Rap,9045,1872,get-together
Hard rock,34256,2884,office
Hard rock,104230,2402,Summer
Classical,49537,2308,Summer
Rap,20443,3183,Christmas
Rap,89348,1849,Summer
Rap,96619,4548,office
Hard rock,87976,4245,Daily
Rap,79198,4454,other
Rap,30732,2163,Daily
Rap,57662,2799,Christmas
Rap,86546,2379,Summer
Hard rock,76107,3218,other
Rap,46020,3260,Summer
Rap,21332,5719,office
Hard rock,99833,565,Christmas
Classical,72766,475,office
Rap,38519,1640,office
Hard rock,102897,31,Christmas
Rap,59187,1051,Christmas
Rap,83531,2799,Christmas
Rap,83085,4794,other
Classical,95462,72,get-together
Rap,94955,3236,Daily
Rap,96959,10,get-together
Rap,67096,6,Christmas
Rap,20723,5560,get-together
Rap,8769,3247,get-together
Rap,86484,1313,Summer
Rap,45029,191,Christmas
Rap,44387,5253,other
Classical,17963,1524,get-together
Rap,42532,73,other
Rap,1353,1972,Christmas
Hard rock,16562,4596,Daily
Rap,71883,1425,other
Rap,93932,9,get-together
Hard rock,52709,7,other
Rap,104108,947,get-together
Rap,101017,2649,Summer
Rap,86721,455,get-together
Rap,25738,2576,other
Rap,17636,901,get-together
Rap,4876,10,Christmas
Rap,4849,65,Christmas
Classical,78318,100,get-together
Rap,23767,3831,Christmas
Rap,62105,1327,get-together
Rap,59173,1770,Summer
Hard rock,54773,5420,Daily
Rap,91986,87,Christmas
Rap,2540,1922,get-together
Rap,80324,4751,get-together
Rap,63229,2622,Daily
Rap,100502,117,get-together
Rap,71950,56,Christmas
Rap,61894,3619,Christmas
Rap,22286,2,get-together
Rap,17313,1,Christmas
Rap,85789,659,Christmas
Classical,24578,2308,Summer
Rap,9590,2394,get-together
Rap,49070,16,Summer
Classical,64853,1264,Daily
Rap,15128,2771,other
Rap,72889,2039,get-together
Rap,34509,853,get-together
Rap,57050,3619,get-together
Rap,10819,56,Summer
Rap,27007,1035,other
Rap,58745,1260,get-together
Rap,11020,1567,Christmas
Classical,53853,590,office
Rap,59280,83,Christmas
Rap,20231,3312,Summer
Rap,26579,2251,Summer
Rap,100208,4762,get-together
Rap,14652,4532,Daily
Classical,42801,1038,other
Rap,29185,4434,get-together
Hard rock,34626,2045,Summer
Rap,22324,2823,get-together
Rap,98593,5191,office
Rap,79316,661,Summer
Rap,3846,63,other
Classical,18370,2340,Summer
Hard rock,44935,1,Summer
Rap,99712,4882,Daily
Rap,6934,3853,other
Rap,87142,191,Christmas
Rap,21567,299,Summer
Rap,43478,66,Christmas
Rap,4810,3446,Summer
Rap,61812,41,Summer
Classical,103522,1572,Summer
Hard rock,98367,6,Summer
Rap,36894,795,Summer
Rap,78583,670,Daily
Rap,51968,114,get-together
Classical,67438,3364,Summer
Rap,31620,3048,Daily
Rap,29343,5184,office
Rap,98309,1972,Summer
Rap,61011,20,Christmas
Classical,79291,1697,Christmas
Rap,56813,342,Summer
Classical,67952,941,Christmas
Rap,38896,3771,office
Rap,73436,1,Christmas
Rap,63329,3329,get-together
Rap,102614,78,get-together
Rap,89433,305,Christmas
Rap,63818,3461,Summer
Rap,61132,2416,get-together
Rap,71482,25,get-together
Rap,19714,1015,Summer
Rap,43385,4331,get-together
Rap,9459,20,Christmas
Rap,95299,5719,Daily
Rap,40736,2298,Summer
Hard rock,452,1427,get-together
Rap,98485,5,Christmas
Classical,296,2960,Summer
Rap,54193,3186,Christmas
Rap,68696,16,Summer
Rap,83883,1410,other
Rap,87540,672,Christmas
Rap,3956,1647,get-together
Classical,15743,20,Christmas
Hard rock,61685,4466,get-together
Rap,81605,3409,Summer
Classical,58783,2556,office
Rap,85340,472,Daily
Classical,71799,3256,Summer
Hard rock,55694,3281,Christmas
Rap,55371,4893,office
Classical,18635,643,office
Rap,51599,3211,Summer
Hard rock,78553,1992,get-together
Rap,73371,47,Summer
Rap,60703,53,other
Rap,24932,934,Summer
Rap,8310,3644,Summer
Classical,87217,3409,Summer
Rap,18778,1945,Christmas
Classical,94273,3705,Christmas
Hard rock,78479,2389,Christmas
Rap,27005,7,Christmas
Rap,69659,2039,get-together
Rap,31669,0,Summer
Rap,95720,119,Christmas
Classical,40269,2461,Christmas
Hard rock,50765,2307,Summer
Classical,26025,1931,other
Rap,49513,1236,get-together
Rap,21640,1982,Christmas
Rap,91911,1012,Summer
Rap,39748,3896,holiday
Rap,43349,130,get-together
Rap,27243,5209,office
Rap,15510,1252,get-together
Rap,10499,3392,Christmas
Rap,13785,2308,Summer
Rap,93688,22,other
Classical,101121,3330,Christmas
Rap,27998,1447,Christmas
Classical,55018,3409,Summer
Rap,39555,3398,Daily
Classical,73777,139,Summer
Rap,43655,4424,Daily
Rap,25363,3135,holiday
Rap,71230,29,Summer
Rap,3350,2284,Summer
Rap,35151,5585,other
Rap,32069,30,Christmas
Rap,10161,694,Daily
Rap,23147,5553,Christmas
Rap,103568,1863,get-together
Rap,27995,4682,other
Rap,60041,1663,get-together
Hard rock,56117,20,Christmas
Rap,4926,3810,Christmas
Rap,104991,1166,Daily
Classical,10039,3797,Summer
Hard rock,75195,5208,get-together
Rap,48655,2686,get-together
Rap,6007,2831,Summer
Hard rock,1540,20,Christmas
Rap,42522,97,Summer
Rap,3707,3533,get-together
Hard rock,21197,3033,Summer
Rap,42678,3028,Summer
Classical,24115,63,get-together
Rap,14692,2794,Summer
Hard rock,25398,20,Christmas
Rap,27249,4619,other
Rap,6161,3188,get-together
Rap,40755,2289,Christmas
Hard rock,19616,2993,Daily
Rap,72897,1780,Christmas
Rap,98547,29,get-together
Rap,86599,470,get-together
Rap,76400,1410,get-together
Rap,62494,232,office
Rap,51244,28,Summer
Rap,87979,5253,get-together
Rap,3618,1282,Christmas
Rap,76111,2146,Daily
Rap,47540,1646,Summer
Rap,78932,3669,Christmas
Rap,57572,2308,Summer
Rap,41628,10,Summer
Classical,102969,645,Summer
Rap,8739,1,Summer
Rap,14769,382,other
Rap,57532,1948,Summer
Hard rock,7755,1543,get-together
Rap,30880,1850,office
Rap,97192,3416,Summer
Rap,77961,1517,Summer
Classical,49985,5082,get-together
Rap,65616,2284,other
Hard rock,60624,3308,Christmas
Hard rock,3111,1742,other
Hard rock,100591,152,holiday
Rap,68983,2,get-together
Rap,47448,5469,get-together
Rap,16960,3607,Daily
Classical,64034,10,Christmas
Rap,19737,9,get-together
Rap,37827,1836,other
Rap,2971,1829,Summer
Rap,48065,100,Summer
Classical,5611,575,Christmas
Hard rock,35293,93,Christmas
Rap,22926,3211,other
Rap,8168,2134,office
Rap,60727,3120,Summer
Rap,11218,361,other
Hard rock,74915,10,Christmas
Hard rock,88139,2039,get-together
Rap,30232,7,other
Rap,62484,5065,Daily
Hard rock,41893,2298,Daily
Rap,47471,1584,Summer
Hard rock,38588,164,Christmas
Rap,93480,1032,get-together
Rap,104120,3848,Christmas
Rap,17476,858,Summer
Rap,6811,1721,Christmas
Rap,55980,124,get-together
Rap,58218,4440,other
Rap,40795,3210,Christmas
Rap,52513,2464,get-together
Classical,60954,3497,Summer
Hard rock,54465,2402,Summer
Rap,32430,1701,Christmas
Rap,59976,1361,Summer
Rap,24228,1701,other
Classical,22688,1977,Christmas
Rap,57065,98,Christmas
Rap,21311,124,Christmas
Rap,50556,1,Summer
Rap,99103,120,Christmas
Rap,24868,2823,Summer
Rap,102184,12,Christmas
Rap,15402,890,Christmas
Classical,48626,2774,office
Rap,81466,1364,get-together
Rap,56639,4686,Daily
Rap,100235,20,Christmas
Hard rock,88739,5072,Daily
Rap,65532,5030,get-together
Rap,4658,5,Christmas
Hard rock,98295,2152,Summer
Classical,52071,97,get-together
Rap,26035,30,Christmas
Rap,30136,21,get-together
Classical,64326,3349,get-together
Classical,69138,705,get-together
Hard rock,40780,1177,get-together
Rap,100993,2560,Christmas
Rap,97035,5104,Daily
Rap,27094,2889,Christmas
Classical,27671,5422,other
Rap,12997,1,Summer
Hard rock,103590,1354,Daily
Classical,44361,1538,Summer
Rap,73165,141,Summer
Rap,461,1269,get-together
Classical,3743,2774,office
Rap,38448,4755,office
Rap,28442,10,Christmas
Rap,10861,88,get-together
Rap,39827,3584,Summer
Rap,35271,1060,other
Rap,100313,1218,get-together
Classical,13847,2599,Summer
Rap,73135,2518,Christmas
Classical,49144,3486,other
Rap,69330,2904,Summer
Rap,48697,2823,Summer
Rap,45293,580,office
Rap,47838,88,Christmas
Hard rock,103731,221,Christmas
Rap,54873,2313,Summer
Rap,56991,2707,office
Rap,41389,28,Summer
Rap,80890,2686,get-together
Rap,21030,3218,other
Hard rock,67940,20,Christmas
Rap,98708,1472,Summer
Rap,28364,1313,Christmas
Hard rock,95416,20,Christmas
Rap,43905,586,office
Rap,89342,853,other
Hard rock,101062,20,Summer
Rap,28137,18,Christmas
Rap,12688,93,Summer
Rap,105060,2308,Summer
Rap,99657,3409,Summer
Hard rock,72766,2354,Daily
Hard rock,55970,14,Summer
Rap,73433,10,Christmas
Rap,66236,2519,Summer
Rap,84103,10,Summer
Rap,4406,1798,get-together
Classical,4840,5539,office
Rap,96128,5466,get-together
Hard rock,88614,4474,Daily
Rap,31653,42,Christmas
Rap,86982,107,other
Rap,36477,2773,Summer
Classical,21873,875,other
Rap,54081,5003,Daily
Rap,92047,3619,Summer
Rap,43262,40,get-together
Rap,15072,609,get-together
Rap,103959,3681,holiday
Rap,9401,2228,Christmas
Rap,84797,1725,other
Hard rock,26133,2994,get-together
Rap,102601,2712,other
Rap,71757,31,Christmas
Rap,40254,754,get-together
Classical,42720,1527,Daily
Rap,24661,2687,Summer
Rap,43829,2206,Christmas
Rap,63034,17,Christmas
Rap,8666,1703,Christmas
Rap,101824,117,get-together
Classical,48233,2657,other
Rap,9669,1566,office
Rap,25315,2178,get-together
Classical,103889,3565,other
Rap,19348,43,Christmas
Rap,13513,1236,Christmas
Rap,48928,2110,Christmas
Rap,67139,132,Summer
Classical,1072,523,Christmas
Classical,98759,3214,get-together
Rap,2433,3405,Christmas
Rap,10053,523,get-together
Rap,17377,162,Christmas
Hard rock,31103,5716,Christmas
Rap,63344,3807,office
Rap,76528,1498,Summer
Rap,93926,1771,holiday
Rap,12090,30,Christmas
Classical,38585,3644,Christmas
Rap,90511,1538,Summer
Rap,40957,187,Christmas
Rap,71298,4120,Daily
Rap,57462,724,Summer
Classical,24636,2871,other
Rap,94072,2957,Christmas
Rap,47221,3788,Christmas
Rap,14292,5,Christmas
Hard rock,6728,47,Christmas
Hard rock,6243,87,Christmas
Rap,3286,891,Summer
Rap,39477,51,Summer
Rap,29625,3619,get-together
Rap,48718,2,get-together
Rap,74009,29,get-together
Rap,89634,2752,Summer
Classical,70443,2677,get-together
Rap,83336,26,Summer
Rap,14443,914,get-together
Rap,90281,743,Summer
Classical,13523,3201,Christmas
Rap,11762,501,office
Hard rock,67755,5560,get-together
Rap,15869,4369,get-together
Rap,42843,5448,other
Rap,11763,732,Summer
Rap,41303,156,Summer
Rap,71238,92,Christmas
Rap,3494,5452,other
Classical,29636,3746,Christmas
Rap,94650,83,Christmas
Rap,48579,1675,Daily
Rap,25195,4049,Daily
Classical,94658,3486,Summer
Rap,42013,3758,Summer
Rap,22345,2250,get-together
Rap,24523,3434,Summer
Rap,41371,3190,other
Rap,82019,65,Christmas
Hard rock,102571,2884,Summer
Rap,6561,1561,get-together
Rap,54733,523,get-together
Rap,45476,4604,holiday
Rap,100686,2600,other
Rap,23649,2950,Summer
Rap,34069,157,get-together
Hard rock,88067,4078,other
Rap,79704,795,Summer
Classical,81087,4961,other
Rap,34850,2115,Christmas
Rap,75995,2749,get-together
Classical,100171,1026,Daily
Rap,52066,1310,get-together
Hard rock,15286,1473,Christmas
Rap,60209,2001,Christmas
Rap,48759,3128,Summer
Rap,29178,3125,Christmas
Rap,71872,19,Christmas
Rap,14203,965,get-together
Rap,95969,1602,Summer
Rap,26286,2455,Christmas
Hard rock,38322,2172,get-together
Rap,8974,3416,get-together
Rap,4612,3461,Christmas
Classical,95130,2688,Christmas
Classical,101243,2814,get-together
Rap,18526,3409,other
Classical,6515,141,Summer
Hard rock,144,785,Daily
Rap,77494,28,Summer
Rap,48947,27,Summer
Rap,85344,505,get-together
Rap,62394,29,Summer
Rap,11275,2781,Summer
Hard rock,18611,3166,office
Rap,88222,3597,Summer
Hard rock,92808,3252,Summer
Rap,27483,2878,office
Rap,51008,2201,get-together
Rap,97670,15,get-together
Rap,50540,4751,get-together
Rap,87435,833,office
Rap,78188,4027,Daily
Classical,9550,1223,get-together
Rap,29761,3296,Christmas
Rap,93771,11,Summer
Rap,90223,3576,Summer
Classical,58369,3358,office
Rap,97673,3669,get-together
Rap,60326,19,Christmas
Rap,88447,2912,other
Classical,59665,3017,Daily
Hard rock,13211,1777,Summer
Rap,66411,821,Summer
Rap,69288,52,Summer
Rap,71134,909,get-together
Rap,98031,17,Summer
Rap,66624,3534,other
Rap,21030,42,get-together
Rap,54137,1948,Christmas
Rap,8061,2994,Summer
Hard rock,99021,1736,Summer
Rap,8276,1689,Christmas
Classical,91036,3410,Summer
Rap,95134,3667,Summer
Hard rock,83981,1252,Daily
Rap,88349,2520,get-together
Rap,59701,23,Summer
Rap,35265,668,get-together
Rap,29846,1541,Summer
Rap,82593,1385,Summer
Classical,24645,682,get-together
Rap,48302,3788,Christmas
Classical,52999,2889,get-together
Classical,29670,3121,office
Rap,36111,299,other
Classical,35544,4135,get-together
Classical,94723,2250,Summer
Rap,29844,1613,Daily
Classical,75896,2162,Summer
Rap,53026,2844,Daily
Classical,72548,3345,get-together
Rap,99143,28,Summer
Rap,69531,100,Summer
Rap,97924,3517,get-together
Rap,3707,1729,other
Hard rock,39497,1372,other
Classical,92420,4815,get-together
Rap,102049,3183,Christmas
Rap,104043,914,Summer
Rap,6447,878,Christmas
Rap,22409,1269,Summer
Rap,19275,1281,Summer
Rap,88542,2352,other
Classical,60606,2956,Christmas
Rap,20638,3183,Christmas
Rap,78099,682,Christmas
Rap,9236,2312,get-together
Rap,27629,1945,get-together
Rap,82584,4350,Daily
Classical,25122,3833,Christmas
Rap,7770,1157,Summer
Rap,5464,183,office
Rap,89878,100,Summer
Rap,96618,27,Summer
Rap,5994,3524,other
Rap,10729,941,Summer
Rap,54541,1850,office
Rap,40959,3809,office
Classical,101048,5779,get-together
Rap,17032,56,Christmas
Rap,60139,2384,Summer
Rap,88527,4886,Daily
Rap,18704,1585,other
Rap,90522,3117,Christmas
Hard rock,71133,4,Christmas
Rap,46326,2749,Summer
Hard rock,104084,1124,office
Hard rock,54286,2314,Christmas
Rap,97636,3375,Summer
Rap,36113,3296,Summer
Classical,12800,5408,get-together
Rap,82769,27,office
Rap,83652,278,office
Rap,30847,1,Christmas
Hard rock,23242,2767,other
Rap,856,2009,get-together
Rap,35064,127,Summer
Rap,9995,62,Christmas
Rap,28223,2823,get-together
Rap,70257,3603,office
Rap,5476,2002,Daily
Classical,11562,2043,Christmas
Rap,71580,66,Christmas
Rap,38965,100,Christmas
Rap,79302,4402,office
Rap,33245,2,Christmas
Rap,40013,2039,get-together
Rap,44759,5235,Christmas
Rap,24493,2336,office
Classical,100523,1607,Christmas
Rap,85437,82,Christmas
Rap,70934,983,get-together
Rap,14166,2407,get-together
Classical,71792,3025,Christmas
Rap,6794,1173,Summer
Rap,22469,3782,Summer
Rap,55922,2745,other
Hard rock,9962,77,get-together
Rap,103659,3294,Christmas
Rap,47820,1972,Summer
Rap,25607,1926,Summer
Rap,42417,3473,Daily
Rap,3837,2352,other
Rap,22368,1657,Summer
Classical,65908,125,Daily
Rap,410,4107,Daily
Classical,81849,191,Christmas
Rap,49871,2201,get-together
Rap,82578,5321,office
Rap,69230,1971,Christmas
Hard rock,67906,2726,get-together
Rap,22161,574,other
Classical,33527,97,Summer
Rap,18314,2009,get-together
Rap,41247,5175,get-together
Rap,70097,295,Christmas
Rap,75448,3567,Summer
Classical,34806,851,Summer
Rap,12903,5,Christmas
Rap,96358,1166,office
Rap,37624,633,Summer
Rap,16892,79,get-together
Rap,102368,795,Christmas
Rap,104641,3039,Summer
Classical,61182,130,other
Rap,80196,444,holiday
Rap,55233,403,Summer
Hard rock,81062,1235,get-together
Rap,54304,2189,other
Rap,40089,3826,get-together
Rap,80990,2678,Christmas
Rap,52071,2232,office
Rap,76447,785,office
Rap,17049,2081,Summer
Classical,100545,2244,get-together
Hard rock,88208,992,Summer
Rap,12695,2284,Christmas
Classical,5648,3671,Summer
Rap,28507,9,get-together
Rap,25759,59,other
Hard rock,610,2287,Summer
Rap,18886,20,Christmas
Rap,17720,1533,Summer
Hard rock,48045,1775,Christmas
Rap,99133,359,Daily
Rap,1253,890,Christmas
Rap,37828,2153,get-together
Rap,33257,1950,other
Rap,33363,3755,Summer
Rap,78188,2637,Christmas
Classical,11140,207,get-together
Hard rock,92772,2849,Summer
Hard rock,53299,2,get-together
Rap,95870,2221,Summer
Rap,64893,2632,Daily
Rap,47810,1952,other
Rap,36107,63,Christmas
Rap,84482,435,get-together
Rap,37800,1822,Summer
Rap,48490,2225,get-together
Rap,55081,145,Summer
Rap,15798,100,Summer
Rap,99572,1313,Christmas
Rap,25005,893,office
Hard rock,92282,79,other
Rap,55850,100,Summer
Rap,79792,3242,Christmas
Rap,8845,3235,Summer
Rap,51769,3416,Summer
Rap,33170,253,Summer
Rap,68853,1083,Summer
Rap,4637,48,Christmas
Rap,2360,2291,Christmas
Classical,105408,1640,office
Rap,78591,2427,get-together
Rap,53067,5570,office
Rap,34720,0,Summer
Rap,11739,776,other
Rap,5056,9,Christmas
Classical,5731,125,Daily
Rap,51763,3961,Daily
Rap,30687,33,Christmas
Rap,36651,2723,office
Rap,10416,1861,office
Classical,7892,98,Summer
Rap,44334,4618,get-together
Rap,33018,5253,get-together
Rap,62785,287,other
Rap,77226,875,get-together
Rap,91664,19,Christmas
Rap,84666,2518,Christmas
Classical,103959,4369,office
Rap,65223,1972,Summer
Hard rock,9540,3741,Summer
Hard rock,52074,77,get-together
Rap,57658,2889,get-together
Rap,1678,48,Summer
Rap,9252,18,Christmas
Hard rock,60467,2488,Summer
Rap,102482,1606,Summer
Rap,2969,29,get-together
Rap,90496,2035,Summer
Rap,2360,2045,Summer
Rap,33791,10,Christmas
Hard rock,72291,42,get-together
Rap,298,3257,Christmas
Rap,52735,62,Christmas
Hard rock,1819,82,get-together
Rap,3244,2774,get-together
Rap,78809,66,Christmas
Hard rock,40674,294,Christmas
Classical,30495,1431,Summer
Hard rock,89258,2465,Summer
Rap,4466,29,other
Classical,75654,965,get-together
Rap,79083,2246,Summer
Rap,82900,4348,Summer
Rap,27219,98,Summer
Rap,41337,2701,get-together
Rap,86731,2369,office
Rap,38050,103,Summer
Classical,58352,836,other
Classical,101868,3644,Christmas
Rap,102839,419,get-together
Classical,60132,2953,Christmas
Rap,91195,2599,Summer
Classical,35513,62,Christmas
Rap,63933,1259,Daily
Rap,45136,27,Christmas
Rap,34704,834,Christmas
Rap,66201,2891,get-together
Rap,36533,26,Christmas
Rap,28299,276,office
Rap,76564,2681,Summer
Rap,10859,5578,Daily
Rap,78996,688,Christmas
Rap,95354,1804,Christmas
Rap,13053,2145,Daily
Rap,22311,4747,other
Rap,66409,3153,other
Hard rock,34878,2245,other
Rap,5965,3172,other
Classical,74075,684,office
Rap,28021,1628,office
Rap,70886,37,Christmas
Rap,90888,1194,Christmas
Classical,103608,159,get-together
Hard rock,100039,2960,other
Hard rock,57654,157,Summer
Rap,32449,2994,Christmas
Rap,54194,2830,Daily
Hard rock,73393,1502,office
Rap,5782,109,other
Rap,70332,7,Christmas
Rap,82077,3118,Summer
Classical,75113,721,Summer
Rap,53026,467,office
Classical,78355,5031,holiday
Rap,18491,4,other
Rap,26955,3534,get-together
Rap,14296,1740,get-together
Rap,50702,1098,get-together
Rap,36015,1697,Summer
Rap,16210,2671,office
Hard rock,103405,2592,other
Rap,2189,23,Summer
Rap,62125,2252,Summer
Rap,73011,153,Summer
Rap,5674,3201,get-together
Rap,37177,4006,Christmas
Rap,9575,3841,get-together
Hard rock,84199,3790,Christmas
Rap,104072,2265,Christmas
Classical,75760,1728,Christmas
Hard rock,74985,5243,Daily
Rap,91322,111,get-together
Rap,81296,100,Summer
Rap,89676,110,Christmas
Hard rock,55874,4816,Daily
Rap,29694,147,get-together
Rap,101109,3072,Daily
Rap,24383,4990,Daily
Hard rock,14960,396,get-together
Rap,19833,36,Summer
Hard rock,27180,5406,get-together
Rap,29780,165,Christmas
Hard rock,50484,5466,other
Rap,14869,624,other
Rap,32983,456,other
Rap,65338,3120,Christmas
Rap,81231,903,other
Rap,49041,121,get-together
Classical,33982,370,Summer
Rap,104643,3103,other
Rap,11999,1,get-together
Rap,65005,1737,other
Rap,62903,1251,Christmas
Hard rock,31822,3850,office
Rap,54102,120,get-together
Rap,68736,416,Christmas
Rap,50887,2580,other
Rap,57767,230,other
Classical,34222,946,Summer
Rap,14793,2455,Summer
Rap,12995,923,Summer
Rap,84542,720,Summer
Rap,71880,10,other
Rap,96099,1327,Summer
Classical,47868,1153,Summer
Rap,39814,3455,Summer
Classical,36791,16,Christmas
Rap,72267,2455,Summer
Rap,21580,2460,Christmas
Rap,62467,2041,Summer
Hard rock,55202,2452,Summer
Rap,76087,3202,Summer
Rap,55250,12,Christmas
Rap,53704,3707,Summer
Rap,30492,2362,Summer
Rap,63089,3260,Summer
Rap,3420,2991,Summer
Rap,63340,2792,Daily
Rap,102085,156,Summer
Rap,29631,723,Summer
Hard rock,19422,2180,Summer
Classical,25297,60,Summer
Rap,64646,361,Daily
Rap,66378,5079,Daily
Rap,70840,450,Summer
Rap,56366,4983,get-together
Rap,5158,744,Summer
Classical,63424,1655,Christmas
Rap,84561,2411,Summer
Classical,101318,2782,Christmas
Rap,100740,2461,Christmas
Classical,71082,839,Summer
Rap,13454,226,holiday
Rap,80324,4198,Daily
Rap,28818,253,Summer
Classical,31412,679,office
Hard rock,38757,1688,get-together
Rap,77482,1646,Summer
Rap,1085,2897,Summer
Hard rock,99919,5509,Daily
Classical,30532,301,Summer
Classical,67086,2774,get-together
Rap,81733,1034,office
Rap,16483,3810,get-together
Rap,89208,120,get-together
Rap,54568,5339,Daily
Rap,104404,30,Christmas
Rap,42248,52,other
Rap,31701,299,office
Rap,51035,3476,Christmas
Rap,73637,12,Summer
Rap,32882,7,Summer
Rap,74252,5,Christmas
Rap,17390,3854,get-together
Rap,44054,683,get-together
Rap,65672,1269,get-together
Rap,94043,1959,other
Rap,19113,3644,Summer
Hard rock,51353,5002,Daily
Rap,49085,3208,Summer
Rap,27915,3555,get-together
Rap,58519,2461,Christmas
Rap,17887,22,other
Rap,35158,2595,get-together
Rap,96340,47,Christmas
Rap,40200,1511,office
Rap,23616,43,Summer
Classical,29605,4926,holiday
Rap,46226,2997,get-together
Rap,37515,48,Summer
Rap,82025,4194,get-together
Rap,12165,3861,Christmas
Rap,45965,30,Summer
Rap,18113,548,office
Rap,101051,4583,other
Rap,77206,2686,other
Rap,79135,14,get-together
Hard rock,74426,1502,Daily
Hard rock,18911,24,Christmas
Hard rock,53783,4882,office
Rap,87851,97,other
Rap,55292,37,Christmas
Rap,53740,2260,get-together
Rap,52210,3187,other
Rap,83300,62,Summer
Rap,67616,557,Christmas
Rap,16128,48,Christmas
Rap,75328,3486,Summer
Rap,34454,47,Christmas
Rap,77402,89,Summer
Rap,75254,3182,Christmas
Rap,47226,5460,get-together
Hard rock,9907,40,get-together
Rap,72513,1937,other
Rap,4288,17,other
Rap,47522,3600,get-together
Rap,84185,2260,Summer
Hard rock,81395,1376,other
Rap,84346,1431,get-together
Rap,85102,131,Christmas
Rap,10121,3622,office
Rap,67746,4004,Daily
Rap,70186,5104,Daily
Classical,84360,465,Summer
Hard rock,18113,3721,other
Rap,65031,60,Christmas
Rap,38740,10,Summer
Classical,1155,432,other
Rap,27578,100,Summer
Rap,12764,0,Christmas
Rap,9879,4196,Daily
Hard rock,29308,4951,holiday
Rap,105138,100,Summer
Rap,48270,10,Christmas
Hard rock,21003,276,Daily
Hard rock,103051,7,Christmas
Rap,78567,47,Summer
Hard rock,5141,5289,office
Classical,48209,1391,holiday
Rap,83791,3127,Summer
Rap,36371,74,Christmas
Rap,95660,4935,get-together
Classical,79469,7,Christmas
Rap,80721,3913,get-together
Rap,35188,2231,other
Rap,64790,3798,Summer
Rap,78860,3541,Christmas
Classical,80542,29,Summer
Rap,20187,2994,Summer
Rap,56244,2079,Christmas
Classical,90666,43,Christmas
Classical,85846,51,Summer
Rap,61606,3600,other
Rap,71892,1697,Summer
Rap,49378,3109,get-together
Classical,75663,2475,Christmas
Rap,4852,143,get-together
Rap,89531,19,Christmas
Rap,52117,4115,get-together
Hard rock,25271,976,get-together
Classical,47770,97,Summer
Hard rock,12865,153,other
Rap,7721,3734,Summer
Rap,6290,3211,get-together
Rap,44183,1108,Summer
Rap,35126,2601,Summer
Hard rock,59267,5436,Daily
Rap,34237,2245,get-together
Rap,101257,97,Summer
Rap,54063,5722,get-together
Rap,58343,3355,Summer
Classical,65547,41,Summer
Rap,98823,7,Christmas
Classical,50923,3162,Summer
Rap,18428,1112,get-together
Classical,55217,3619,get-together
Rap,47887,251,Summer
Rap,17137,20,Christmas
Rap,102523,3677,Summer
Hard rock,84839,31,Christmas
Rap,84265,721,Summer
Rap,20737,1316,Summer
